"Name","Live Bytes","Live Objects"
"org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext$$Lambda$963.0x00000008012334f8","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$556.0x0000000800e2d998","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments$$Lambda$771.0x0000000801131138","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.internal.JdbcServicesInitiator","16 B (0%)","1 (0%)"
"org.hibernate.stat.internal.StatisticsInitiator","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.config.annotation.InterceptorRegistry$$Lambda$915.0x0000000801212628","16 B (0%)","1 (0%)"
"jdk.internal.util.Preconditions$1","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultSaveEventListener","16 B (0%)","1 (0%)"
"org.springframework.data.web.config.EnableSpringDataWebSupport$SpringDataWebConfigurationImportSelector$$Lambda$338.0x0000000800d9eb50","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$2","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$575.0x0000000800e823f0","16 B (0%)","1 (0%)"
"org.springframework.boot.web.context.ServerPortInfoApplicationContextInitializer","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$1","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$247.0x0000000800cf4ca8","16 B (0%)","1 (0%)"
"org.h2.mvstore.db.MVTableEngine","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration$$Lambda$594.0x0000000800eb9820","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.CharArrayFormatter","16 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.configuration.WebSecurityConfiguration$AnnotationAwareOrderComparator","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.buf.MessageBytes$MessageBytesFactory","16 B (0%)","1 (0%)"
"java.security.AllPermission","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$49.0x0000000800b7f4b0","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$17.0x0000000800b45688","16 B (0%)","1 (0%)"
"org.hibernate.tuple.entity.EntityMetamodel$NoInMemoryValueGenerationStrategy","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.http.parser.MediaTypeCache","16 B (0%)","1 (0%)"
"net.minidev.json.reader.BeansWriterASM","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactorySupport$$Lambda$670.0x0000000801103758","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConverter","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$InstantPrinterParser","16 B (0%)","1 (0%)"
"com.zaxxer.hikari.util.SuspendResumeLock$1","16 B (0%)","1 (0%)"
"org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$968.0x0000000801234468","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPEndpoint$$Lambda$79.0x0000000800ba6a18","16 B (0%)","1 (0%)"
"org.springframework.aop.framework.adapter.MethodBeforeAdviceAdapter","16 B (0%)","1 (0%)"
"net.minidev.json.reader.JsonWriter$18","16 B (0%)","1 (0%)"
"net.minidev.json.reader.JsonWriter$17","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.SpringStandardExpressionObjectFactory","16 B (0%)","1 (0%)"
"net.minidev.json.reader.JsonWriter$16","16 B (0%)","1 (0%)"
"net.minidev.json.reader.JsonWriter$15","16 B (0%)","1 (0%)"
"net.minidev.json.reader.JsonWriter$14","16 B (0%)","1 (0%)"
"org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl$JpaEntityNotFoundDelegate","16 B (0%)","1 (0%)"
"net.minidev.json.reader.JsonWriter$13","16 B (0%)","1 (0%)"
"net.minidev.json.reader.JsonWriter$12","16 B (0%)","1 (0%)"
"net.minidev.json.reader.JsonWriter$11","16 B (0%)","1 (0%)"
"sun.security.util.KnownOIDs$$Lambda$74.0x0000000800ba2388","16 B (0%)","1 (0%)"
"net.minidev.json.reader.JsonWriter$10","16 B (0%)","1 (0%)"
"java.lang.System$LoggerFinder$$Lambda$47.0x0000000800b774c8","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.OnJndiCondition","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.LongVarbinaryTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar$$Lambda$350.0x0000000800dad938","16 B (0%)","1 (0%)"
"sun.nio.ch.Net$1","16 B (0%)","1 (0%)"
"org.springframework.web.method.annotation.SessionStatusMethodArgumentResolver","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.MethodLookups$$Lambda$764.0x000000080112e4f8","16 B (0%)","1 (0%)"
"org.apache.juli.logging.LogFactory","16 B (0%)","1 (0%)"
"org.hibernate.id.IdentityGenerator","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$295.0x0000000800d52180","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.ProfilerInterface$1","16 B (0%)","1 (0%)"
"jdk.internal.logger.LazyLoggers$1","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.tree.FromClause$1","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$220.0x0000000800c7df90","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.tree.FromClause$2","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.tree.FromClause$3","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.tree.FromClause$4","16 B (0%)","1 (0%)"
"org.springframework.util.MimeTypeUtils$$Lambda$919.0x00000008012170a0","16 B (0%)","1 (0%)"
"org.hibernate.persister.internal.PersisterFactoryImpl","16 B (0%)","1 (0%)"
"org.springframework.security.access.intercept.NullRunAsManager","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.HttpRequestHandlerAdapter","16 B (0%)","1 (0%)"
"com.zaxxer.hikari.util.ClockSource$MillisecondClockSource","16 B (0%)","1 (0%)"
"org.hibernate.dialect.unique.DefaultUniqueDelegate","16 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$1","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor","16 B (0%)","1 (0%)"
"java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$PreserveErrorControllerTargetClassPostProcessor","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$242.0x0000000800cf30a8","16 B (0%)","1 (0%)"
"org.springframework.security.web.header.writers.XContentTypeOptionsHeaderWriter","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory$$Lambda$344.0x0000000800da4e38","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.io.JsonStringEncoder","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.jta.JtaAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$751.0x000000080112bd20","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.StandardTableExporter","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration$$Lambda$950.0x000000080122dc78","16 B (0%)","1 (0%)"
"org.springframework.boot.context.logging.LoggingApplicationListener$$Lambda$194.0x0000000800c9f118","16 B (0%)","1 (0%)"
"org.springframework.boot.jdbc.metadata.CompositeDataSourcePoolMetadataProvider","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.BindConverter","16 B (0%)","1 (0%)"
"net.bytebuddy.matcher.LatentMatcher$Resolved","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$2$$Lambda$92.0x0000000800bb7978","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.security.servlet.SecurityFilterAutoConfiguration","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.buf.CharsetCache","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.HibernateProxyDetector","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotatedTypeMetadata$$Lambda$325.0x0000000800d8d348","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.Property$$Lambda$704.0x0000000801123598","16 B (0%)","1 (0%)"
"org.h2.engine.Session[]","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$10.0x0000000800b31780","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$5.0x0000000800b30c58","16 B (0%)","1 (0%)"
"sun.nio.ch.KQueueSelectorProvider","16 B (0%)","1 (0%)"
"org.springframework.security.web.csrf.LazyCsrfTokenRepository","16 B (0%)","1 (0%)"
"org.springframework.util.LinkedMultiValueMap$$Lambda$587.0x0000000800eb6588","16 B (0%)","1 (0%)"
"java.io.ObjectInputStream$$Lambda$856.0x00000008011a9b40","16 B (0%)","1 (0%)"
"com.example.demo.service.MyUserDetailService","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$810.0x00000008010f2a00","16 B (0%)","1 (0%)"
"org.springframework.security.converter.RsaKeyConverters$$Lambda$429.0x0000000800e24e40","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafDefaultConfiguration","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.spi.StackTraceElementProxy[]","16 B (0%)","1 (0%)"
"org.springframework.security.web.access.expression.WebExpressionVoter","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.SimpleTypeHolder","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.JpaRepositoryFactory$$Lambda$679.0x000000080111c6e0","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$1","16 B (0%)","1 (0%)"
"java.io.RandomAccessFile$2","16 B (0%)","1 (0%)"
"sun.management.ClassLoadingImpl","16 B (0%)","1 (0%)"
"org.springframework.security.web.header.writers.StaticHeadersWriter","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$297.0x0000000800d57b70","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration","16 B (0%)","1 (0%)"
"java.net.URL$DefaultFactory","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationCollectors$$Lambda$326.0x0000000800d8d790","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationBeanFactoryMetadata","16 B (0%)","1 (0%)"
"jdk.internal.module.ModuleLoaderMap$Mapper","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration","16 B (0%)","1 (0%)"
"java.nio.channels.spi.SelectorProvider$Holder$$Lambda$959.0x00000008011cb818","16 B (0%)","1 (0%)"
"java.lang.StringCoding$1","16 B (0%)","1 (0%)"
"java.util.logging.SimpleFormatter$$Lambda$67.0x0000000800b96270","16 B (0%)","1 (0%)"
"org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory$DisablePersistSessionListener","16 B (0%)","1 (0%)"
"org.springframework.context.index.CandidateComponentsIndexLoader$$Lambda$203.0x0000000800ccb4e0","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$661.0x00000008010fa508","16 B (0%)","1 (0%)"
"sun.util.cldr.CLDRBaseLocaleDataMetaInfo","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionManagerCustomizers","16 B (0%)","1 (0%)"
"org.springframework.context.expression.BeanExpressionContextAccessor","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.BeanFactoryUtils$$Lambda$260.0x0000000800d0dce8","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$452.0x0000000800e2a6d8","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.config.AutowiredPropertyMarker","16 B (0%)","1 (0%)"
"com.fasterxml.classmate.members.RawConstructor[]","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$PooledDataSourceConfiguration","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.StreamingResponseBodyReturnValueHandler","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.ThreadContext$EmptyIterator","16 B (0%)","1 (0%)"
"org.thymeleaf.cache.AlwaysValidCacheEntryValidity","16 B (0%)","1 (0%)"
"org.hibernate.boot.internal.IdGeneratorInterpreterImpl$FallbackInterpreter","16 B (0%)","1 (0%)"
"org.hibernate.cfg.beanvalidation.GroupsPerOperation","16 B (0%)","1 (0%)"
"org.springframework.context.expression.EnvironmentAccessor","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryComposition$$Lambda$763.0x000000080112e0c8","16 B (0%)","1 (0%)"
"java.util.logging.LogManager$CloseOnReset","16 B (0%)","1 (0%)"
"org.springframework.data.util.Optionals$$Lambda$732.0x00000008011286f8","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.util.logging.Messages_$bundle","16 B (0%)","1 (0%)"
"org.springframework.security.web.util.ThrowableAnalyzer$$Lambda$833.0x000000080119b1d8","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.net.SocketWrapperBase$1","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.net.SocketWrapperBase$2","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.net.SocketWrapperBase$3","16 B (0%)","1 (0%)"
"java.text.FieldPosition[]","16 B (0%)","1 (0%)"
"org.apache.catalina.core.DefaultInstanceManager$AnnotationCacheEntry[]","16 B (0%)","1 (0%)"
"org.hibernate.service.internal.SessionFactoryServiceRegistryFactoryInitiator","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.ArrayMutabilityPlan","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$562.0x0000000800e6d870","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.context.event.EventListenerMethodProcessor$$Lambda$952.0x000000080122eec8","16 B (0%)","1 (0%)"
"org.hibernate.tool.hbm2ddl.ImportSqlCommandExtractorInitiator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$TransactionTemplateConfiguration","16 B (0%)","1 (0%)"
"com.jayway.jsonpath.spi.mapper.JsonSmartMappingProvider","16 B (0%)","1 (0%)"
"org.apache.tomcat.websocket.server.WsSessionListener","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$168.0x0000000800c63d50","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.PartTree$Subject$$Lambda$870.0x00000008011c2808","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.HolderInstantiator$$Lambda$1000.0x00000008012d1c48","16 B (0%)","1 (0%)"
"org.springframework.data.domain.Sort$Order[]","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Bools","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.VarbinaryTypeDescriptor","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.OptionalLongValueExtractor","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.spi.ThrowableProxy[]","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$686.0x000000080111dc60","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.HttpHeadersReturnValueHandler","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBinder$Factory","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$2","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$1","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$4","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$3","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$6","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$5","16 B (0%)","1 (0%)"
"org.springframework.boot.env.SpringApplicationJsonEnvironmentPostProcessor$$Lambda$136.0x0000000800c2afe8","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$239.0x0000000800cf1090","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$2","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$1","16 B (0%)","1 (0%)"
"org.springframework.data.spel.EvaluationContextProvider$$Lambda$665.0x00000008010fdab0","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$3","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.descriptor.web.SecurityConstraint[]","16 B (0%)","1 (0%)"
"org.springframework.aop.Advisor$1","16 B (0%)","1 (0%)"
"org.thymeleaf.expression.Lists","16 B (0%)","1 (0%)"
"org.apache.tomcat.util.modeler.NotificationInfo[]","16 B (0%)","1 (0%)"
"org.springframework.data.util.Lazy$$Lambda$674.0x0000000801106bd0","16 B (0%)","1 (0%)"
"javax.persistence.PersistenceProperty[]","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationUtils$$Lambda$449.0x0000000800e3daa0","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$316.0x0000000800d894a8","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.InvocationHandlerGenerator","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$173.0x0000000800c66328","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.PartTree$Predicate$$Lambda$872.0x00000008011c2da0","16 B (0%)","1 (0%)"
"sun.nio.fs.MacOSXFileSystemProvider","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.SchemaManagementToolInitiator","16 B (0%)","1 (0%)"
"org.springframework.data.util.ClassTypeInformation$$Lambda$382.0x0000000800de4a00","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$150.0x0000000800c45ea0","16 B (0%)","1 (0%)"
"org.springframework.aop.interceptor.ExposeInvocationInterceptor","16 B (0%)","1 (0%)"
"org.apache.catalina.core.StandardContext$1","16 B (0%)","1 (0%)"
"org.springframework.data.util.ClassTypeInformation$$Lambda$383.0x0000000800de4e98","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer$$Lambda$302.0x0000000800d5ab80","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.SPELContextPropertyAccessor","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AttributeMethods$$Lambda$110.0x0000000800bf1208","16 B (0%)","1 (0%)"
"org.hibernate.engine.query.internal.NativeQueryInterpreterStandardImpl","16 B (0%)","1 (0%)"
"org.apache.catalina.startup.Tomcat$FixContextListener","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotatedTypeMetadata$$Lambda$323.0x0000000800d8ca58","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBinder$$Lambda$459.0x0000000800e55ea0","16 B (0%)","1 (0%)"
"java.time.temporal.TemporalQueries$7","16 B (0%)","1 (0%)"
"org.springframework.context.annotation.AnnotationBeanNameGenerator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.security.servlet.SecurityAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationUtils$$Lambda$659.0x00000008010f9110","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$745.0x000000080112af78","16 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.configuration.WebMvcSecurityConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.JavaBeanBinder","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.parsing.PassThroughSourceExtractor","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration","16 B (0%)","1 (0%)"
"org.springframework.aop.aspectj.annotation.ReflectiveAspectJAdvisorFactory$$Lambda$444.0x0000000800e3b8e8","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$746.0x000000080112b1b8","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Hikari","16 B (0%)","1 (0%)"
"org.hibernate.id.IdentifierGeneratorHelper$2","16 B (0%)","1 (0%)"
"org.hibernate.id.IdentifierGeneratorHelper$1","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$2","16 B (0%)","1 (0%)"
"com.jayway.jsonpath.spi.mapper.JsonSmartMappingProvider$1","16 B (0%)","1 (0%)"
